ndiscreta	cneoformans	cparapsilosis	calbicans	afumigatus	spombe	moryzae	cglabrata	ntetrasperma	fgraminearum	anidulans	ncrassa	lkluyveri	skudriavzevii	sbayanus	sparadoxus	smikatae	scerevisiae	ncastellii
NEUDI_99760		CPAR2_300310	C701040CA	AFUB_095630	SPAC13D6.04c	MGG_03027	CAGL0J02156g	NEUTE1DRAFT_72462	FGRAMPH1_01G26847		NCU03186	SAKL0F04840g	Skud_9.177	Sbay_9.207	Spar_9.199	Smik_9.199	NP_012265.3	XP_003673708.1
NEUDI_155229	CNAG_06881	CPAR2_400760	C402880CA	AFUB_001210	SPAC4F8.03	MGG_05662	CAGL0D03300g	NEUTE1DRAFT_82483	FGRAMPH1_01G23441	AN5443	NCU00476	SAKL0G12958g	Skud_12.90	Sbay_10.102	Spar_12.96	Smik_12.85	NP_013122.1	XP_003676222.1
NEUDI_104305	CNAG_00722	CPAR2_805560	C703790WA	AFUB_052540	SPAP19A11.05c	MGG_09464	CAGL0H03883g	NEUTE1DRAFT_59117	FGRAMPH1_01G28187	AN8256	NCU08861	SAKL0D08514g	Skud_14.322	Sbay_14.343	Spar_14.358	Smik_14.323	NP_014393.1	XP_003677662.1
NEUDI_75556	CNAG_03148	CPAR2_806690	C208560WA	AFUB_026870	SPBP4H10.06c	MGG_07098	CAGL0D05258g	NEUTE1DRAFT_78781	FGRAMPH1_01G17113	AN5899	NCU07679	SAKL0F07282g	Skud_6.119	Sbay_6.104	Spar_6.142	Smik_7.346	NP_116687.1	XP_003676622.1
		CPAR2_300900	C700830CA				CAGL0K00495g					SAKL0D12892g	Skud_11.17	Sbay_11.19	Spar_11.27	Smik_11.21	NP_012718.1	XP_003674169.1
NEUDI_90558	CNAG_04843	CPAR2_501620	C501490CA	AFUB_063830	SPBC15C4.02	MGG_00957	CAGL0B03443g	NEUTE1DRAFT_37375	FGRAMPH1_01G06875	AN4386	NCU04259	SAKL0D07942g	Skud_12.333	Sbay_10.349	Spar_12.367	Smik_12.325	NP_013354.1	XP_003673821.1
NEUDI_25042	CNAG_04179	CPAR2_807790	C307410CA	AFUB_073600	SPBC17G9.03c	MGG_04966	CAGL0K12012g	NEUTE1DRAFT_87826	FGRAMPH1_01G10757	AN1913	NCU04020	SAKL0D02992g	Skud_4.292	Sbay_2.195	Spar_4.338	Smik_4.276	NP_010322.1	XP_003673999.1
		CPAR2_401570	C403080WA				CAGL0I10901g					SAKL0H08426g	Skud_15.362	Sbay_8.251	Spar_15.402	Smik_15.382	NP_014838.3	XP_003674638.1
NEUDI_88663	CNAG_06215	CPAR2_702070	CR07870WA	AFUB_093390		MGG_17703	CAGL0L01529g	NEUTE1DRAFT_76840	FGRAMPH1_01G17219	AN6527	NCU03817	SAKL0D12364g	Skud_13.99	Sbay_13.110	Spar_13.103	Smik_13.98	NP_013662.1	XP_003677574.1
NEUDI_95503	CNAG_02135	CPAR2_601660	C602570CA	AFUB_040740	SPAC23A1.15c	MGG_01600	CAGL0I02948g	NEUTE1DRAFT_125717	FGRAMPH1_01G01265	AN11694	NCU00953	SAKL0C09372g	Skud_4.772	Sbay_2.675	Spar_4.867	Smik_4.775	NP_010786.3	XP_003678263.1
NEUDI_161813	CNAG_03509	CPAR2_203480	C113830CA	AFUB_040830	SPCC1259.09c	MGG_08842	CAGL0G09361g	NEUTE1DRAFT_116929	FGRAMPH1_01G24289	AN2964	NCU00050	SAKL0G14146g	Skud_7.529	Sbay_7.487	Spar_7.550	Smik_16.113	NP_011709.1	XP_003673654.1
NEUDI_124142	CNAG_03998	CPAR2_302230	C401260WA	AFUB_040580		MGG_01204		NEUTE1DRAFT_126496	FGRAMPH1_01G27327	AN2984	NCU02558	SAKL0H09416g	Skud_16.194	Sbay_16.223	Spar_16.239	Smik_16.148	NP_015236.1	XP_003675554.1
	CNAG_03954	CPAR2_208470	C107950CA	AFUB_089760	SPAC29A4.09	MGG_08079	CAGL0F02849g	NEUTE1DRAFT_76432	FGRAMPH1_01G24831	AN5685	NCU01203	SAKL0G04466g	Skud_4.687	Sbay_2.589	Spar_4.766	Smik_4.684	NP_010700.3	XP_003674151.1
NEUDI_153688	CNAG_05919	CPAR2_205510	CR08680CA	AFUB_009210	SPBC543.04	MGG_05712	CAGL0E03608g	NEUTE1DRAFT_150363	FGRAMPH1_01G03233	AN10171	NCU02725	SAKL0H25344g	Skud_8.21	Sbay_8.28	Spar_8.30	Smik_8.18	NP_011840.1	XP_003675931.1
NEUDI_166391	CNAG_05351	CPAR2_106460	C102480WA	AFUB_072510	SPAC1556.07	MGG_01637	CAGL0K12848g	NEUTE1DRAFT_118568	FGRAMPH1_01G23989	AN10710	NCU02829	SAKL0B00660g	Skud_6.24	Sbay_6.8	Spar_6.36	Smik_6.31	NP_116609.1	XP_003676581.1
NEUDI_70605	CNAG_02457	CPAR2_206400	C205270WA	AFUB_015430	SPAC2F3.06c	MGG_09208	CAGL0I04488g	NEUTE1DRAFT_58426	FGRAMPH1_01G04491	AN0926	NCU03690	SAKL0C07810g	Skud_2.129	Sbay_2.146	Spar_2.158	Smik_2.136	NP_009573.1	XP_003676588.1
	CNAG_00233	CPAR2_402540	C400520WA	AFUB_019800	SPAC824.06	MGG_10159	CAGL0J00935g	NEUTE1DRAFT_81645	FGRAMPH1_01G23005	AN4559	NCU00075	SAKL0G12056g	Skud_12.74	Sbay_10.86	Spar_12.79	Smik_12.70	NP_013108.1	XP_003676233.1
NEUDI_91105	CNAG_03965	CPAR2_202390	CR03950WA	AFUB_083630	SPBC1709.09	MGG_14717	CAGL0F08943g	NEUTE1DRAFT_149216	FGRAMPH1_01G02137	AN10205	NCU07494	SAKL0G10186g	Skud_8.96	Sbay_15.225	Spar_8.112	Smik_8.106	NP_011903.1	XP_003673074.1
NEUDI_97415	CNAG_06621		CR01930CA	AFUB_094640	SPCC1235.02			NEUTE1DRAFT_69237	FGRAMPH1_01G00747	AN6643	NCU03979	SAKL0C06182g	Skud_7.619	Sbay_7.583	Spar_7.641	Smik_16.22	NP_011802.1	XP_003675795.1
NEUDI_155444		CPAR2_805170	C111980WA	AFUB_006330	SPBC31F10.09c	MGG_05314	CAGL0I08525g	NEUTE1DRAFT_81968	FGRAMPH1_01G22897	AN10521	NCU00220	SAKL0F15708g	Skud_16.467	Sbay_16.498	Spar_16.539	Smik_16.427	NP_015494.1	XP_003677682.1
NEUDI_123426	CNAG_04207	CPAR2_211220	C203800CA	AFUB_013790	SPCC364.04c	MGG_06735	CAGL0M08162g		FGRAMPH1_01G04537	AN0762	NCU04124	SAKL0C04862g	Skud_11.47	Sbay_11.45	Spar_11.70	Smik_11.51	NP_012742.1	XP_003675295.1
NEUDI_89216	CNAG_03950	CPAR2_703510	C704300WA	AFUB_043140	SPAC1F7.01c	MGG_11491	CAGL0L04774g	NEUTE1DRAFT_58699	FGRAMPH1_01G06803	AN3423	NCU04611	SAKL0F03762g	Skud_7.419	Sbay_7.399	Spar_7.437	Smik_6.204	NP_011631.1	XP_003674104.1
NEUDI_80671	CNAG_05400	CPAR2_600690		AFUB_096190	SPAC25B8.17	MGG_02998	CAGL0K08492g	NEUTE1DRAFT_92923	FGRAMPH1_01G10799	AN8681	NCU00568	SAKL0E02816g	Skud_11.127	Sbay_11.124	Spar_11.158	Smik_11.140	NP_012822.1	XP_003673716.1
NEUDI_83098	CNAG_03527	CPAR2_602690	C601350WA	AFUB_002390	SPCC1223.01	MGG_01987	CAGL0M08668g	NEUTE1DRAFT_67730	FGRAMPH1_01G18733	AN10068	NCU02203	SAKL0G07392g	Skud_4.529	Sbay_2.434	Spar_4.642	Smik_4.517	NP_010552.3	XP_003675884.1
NEUDI_169710	CNAG_05011	CPAR2_302320	C404340CA	AFUB_067610	SPCC1183.03c	MGG_02435	CAGL0M05643g	NEUTE1DRAFT_117198	FGRAMPH1_01G19275	AN1986	NCU09754	SAKL0E07062g	Skud_4.135	Sbay_4.127	Spar_4.159	Smik_4.117	NP_010163.1	XP_003675067.1
NEUDI_78296	CNAG_02286		C210820CA	AFUB_029800	SPCC1494.07	MGG_08884	CAGL0H02431g	NEUTE1DRAFT_122379	FGRAMPH1_01G23509	AN6349	NCU00372	SAKL0D02222g	Skud_13.430	Sbay_13.443	Spar_13.452	Smik_13.472	NP_013986.1	XP_003675915.1
NEUDI_96329	CNAG_06564	CPAR2_803210	CR01080WA	AFUB_094200	SPBC27B12.08	MGG_04982	CAGL0I06358g	NEUTE1DRAFT_82583	FGRAMPH1_01G23461	AN6598	NCU08993	SAKL0C03828g	Skud_10.9	Sbay_6.286	Spar_10.26	Smik_10.24	NP_012328.1	XP_003672967.1
NEUDI_167006	CNAG_06363	CPAR2_808030	C307800CA	AFUB_092970	SPAC3G9.15c	MGG_00473	CAGL0F01925g	NEUTE1DRAFT_81733	FGRAMPH1_01G06259	AN6491	NCU00115	SAKL0B01804g	Skud_12.117	Sbay_10.135	Spar_12.127	Smik_12.113	NP_013152.1	XP_003678368.1
NEUDI_124569	CNAG_04669	CPAR2_304360	C502260CA	AFUB_013640	SPBC1A4.06c	MGG_04909	CAGL0G03861g	NEUTE1DRAFT_128777	FGRAMPH1_01G16697	AN0716	NCU04429	SAKL0C02772g	Skud_7.345	Sbay_7.330	Spar_7.358	Smik_6.131	NP_011560.3	XP_003674602.1
NEUDI_101050	CNAG_00437	CPAR2_200180	CR10610CA	AFUB_087950	SPAC343.03	MGG_04088	CAGL0I04576g	NEUTE1DRAFT_28197		AN10394	NCU11300	SAKL0C10516g	Skud_4.243	Sbay_4.239	Spar_4.269	Smik_4.224	NP_010276.3	XP_003678202.1
NEUDI_71338	CNAG_07162	CPAR2_407820	C210760CA	AFUB_055640	SPBC685.09	MGG_09487	CAGL0H10230g	NEUTE1DRAFT_76086	FGRAMPH1_01G19533	AN7723	NCU01370	SAKL0D03212g	Skud_2.180	Sbay_4.298	Spar_2.214	Smik_2.192	NP_009616.1	XP_003678170.1
		CPAR2_214090	C201470WA				CAGL0J10472g					SAKL0G05632g	Skud_4.718	Sbay_2.618	Spar_4.810	Smik_4.718	NP_010731.3	XP_003676962.1
							CAGL0M05907g					SAKL0C05918g	Skud_11.300	Sbay_11.299	Spar_11.354	Smik_11.326	NP_012990.1	XP_003675275.1
							CAGL0M03817g					SAKL0C12716g	Skud_14.35	Sbay_14.35	Spar_14.30	Smik_14.27	NP_014095.2	XP_003673941.1
							CAGL0M03289g					SAKL0D10868g	Skud_5.78	Sbay_5.66	Spar_5.67	Smik_5.89	NP_010897.1	XP_003677569.1
							CAGL0M02167g					SAKL0H06468g	Skud_16.126	Sbay_16.154	Spar_16.171	Smik_6.353	NP_015169.1	XP_003675491.1
							CAGL0M02123g					SAKL0H06424g	Skud_16.124	Sbay_16.152	Spar_16.169	Smik_6.355	NP_015167.1	XP_003675489.1
							CAGL0M03971g					SAKL0C13002g	Skud_14.28	Sbay_14.28	Spar_14.23	Smik_14.20	NP_014088.1	XP_003673949.1
		CPAR2_211550	C203400CA				CAGL0H08129g					SAKL0G07194g	Skud_15.195	Sbay_8.82	Spar_15.226	Smik_15.208	NP_014673.1	XP_003677319.1
		CPAR2_213290	C200490WA				CAGL0K03223g					SAKL0D13090g	Skud_8.26	Sbay_8.33	Spar_8.35	Smik_8.23	NP_011844.1	XP_003674203.1
		CPAR2_210340	C201720CA				CAGL0D02046g					SAKL0E04026g	Skud_11.91	Sbay_11.89	Spar_11.120	Smik_11.100	NP_012785.2	XP_003673370.1
		CPAR2_212450	C201930CA				CAGL0M10021g					SAKL0C08030g	Skud_2.266	Sbay_4.387	Spar_2.297	Smik_2.278	NP_009696.2	XP_003678237.1
		CPAR2_210780	C202280WA				CAGL0M09614g					SAKL0E05830g	Skud_13.317	Sbay_13.335	Spar_13.342	Smik_13.354	NP_013878.1	XP_003676045.1
		CPAR2_302300	C404430WA				CAGL0E06512g					SAKL0G11550g	Skud_11.85	Sbay_11.83	Spar_11.114	Smik_11.94	NP_012780.1	XP_003677066.1
		CPAR2_401470	C402500CA				CAGL0E04884g					SAKL0H12958g	Skud_4.478	Sbay_2.383	Spar_4.530	Smik_4.463	NP_010502.3	XP_003674742.1
												SAKL0A06072g	Skud_2.372	Sbay_4.499	Spar_2.416	Smik_2.383	NP_009799.3	XP_003677783.1
		CPAR2_404660	C209010WA				CAGL0E00891g					SAKL0H14630g	Skud_4.427	Sbay_2.333	Spar_4.476	Smik_4.413	NP_010453.1	XP_003675662.1
NEUDI_162442	CNAG_05633	CPAR2_400800	C402890CA		SPCC1682.01	MGG_10604	CAGL0H09328g	NEUTE1DRAFT_96764	FGRAMPH1_01G02961	AN3922	NCU03233	SAKL0G13156g	Skud_7.513	Sbay_7.476	Spar_7.537	Smik_6.301	NP_011699.1	XP_003673626.1
		CPAR2_104070	C205580WA				CAGL0K03707g					SAKL0E04422g	Skud_13.284	Sbay_13.303	Spar_13.308	Smik_13.322	NP_013843.1	XP_003677030.1
NEUDI_75450	CNAG_03986	CPAR2_202200	CR04140WA	AFUB_007360	SPBC13G1.01c	MGG_01520	CAGL0K09768g	NEUTE1DRAFT_99305	FGRAMPH1_01G17637	AN5164	NCU08296	SAKL0E11506g	Skud_14.194	Sbay_14.201	Spar_14.201	Smik_14.190	NP_014262.3	XP_003677468.1
NEUDI_167007	CNAG_04400	CPAR2_807770	C307390CA	AFUB_092950	SPBC211.01	MGG_11573	CAGL0K12056g	NEUTE1DRAFT_129663	FGRAMPH1_01G06257	AN6489	NCU00114	SAKL0D03036g	Skud_4.295	Sbay_2.198	Spar_4.342	Smik_4.279	NP_010326.1	XP_003674002.1
NEUDI_79804	CNAG_06713	CPAR2_801890	C113030CA	AFUB_057160	SPAC29E6.06c	MGG_04872	CAGL0J07744g	NEUTE1DRAFT_87363	FGRAMPH1_01G19173	AN8800	NCU05642	SAKL0C03520g	Skud_14.91	Sbay_14.95	Spar_14.96	Smik_14.88	NP_014152.1	XP_003673031.1
NEUDI_165908	CNAG_04839	CPAR2_802650	CR02550CA	AFUB_031660	SPBC211.08c	MGG_07084	CAGL0E03223g	NEUTE1DRAFT_79727	FGRAMPH1_01G14903	AN2153	NCU08026	SAKL0H23518g	Skud_7.482	Sbay_7.449	Spar_7.496	Smik_6.263	NP_011674.3	XP_003673523.1
NEUDI_157302	CNAG_05607	CPAR2_100160	C505360CA	AFUB_040280		MGG_00882	CAGL0L09493g	NEUTE1DRAFT_124095	FGRAMPH1_01G20039	AN3013	NCU02233	SAKL0F04092g	Skud_9.185	Sbay_9.218	Spar_9.208	Smik_9.207	NP_012272.3	XP_003676944.1
NEUDI_156583	CNAG_03406	CPAR2_108620	C103250CA	AFUB_037150	SPCC594.05c	MGG_03005	CAGL0M02585g	NEUTE1DRAFT_133249	FGRAMPH1_01G26837	AN2850	NCU03178	SAKL0H07172g	Skud_16.143	Sbay_16.172	Spar_16.188	Smik_6.336	NP_015187.1	XP_003675513.1
NEUDI_127845	CNAG_02773	CPAR2_108030	C105050CA	AFUB_039290	SPAC1F3.01	MGG_00896	CAGL0E02585g	NEUTE1DRAFT_86290	FGRAMPH1_01G19365	AN11773	NCU02256	SAKL0E01452g	Skud_15.162	Sbay_15.176	Spar_15.193	Smik_15.170	NP_014643.1	XP_003677745.1
NEUDI_90346	CNAG_01634	CPAR2_601340	C602230WA	AFUB_054060	SPAC3F10.16c	MGG_07525	CAGL0J05412g	NEUTE1DRAFT_143820	FGRAMPH1_01G24205	AN2263	NCU04166	SAKL0A05874g	Skud_7.175	Sbay_7.167	Spar_7.184	Smik_7.174	NP_011416.3	XP_003677777.1
NEUDI_154909	CNAG_06080	CPAR2_804610	C109990WA	AFUB_065150	SPBC19F5.03	MGG_11279	CAGL0K00297g	NEUTE1DRAFT_71397	FGRAMPH1_01G01733	AN3841	NCU00896	SAKL0A10384g	Skud_11.8	Sbay_11.8	Spar_11.18	Smik_11.11	NP_012710.1	XP_003677596.1
							CAGL0E00803g					SAKL0H14454g	Skud_4.435	Sbay_2.337	Spar_4.483	Smik_4.419	NP_010456.1	XP_003674780.1
NEUDI_82624	CNAG_01974	CPAR2_105600	C104820CA		SPBC83.06c	MGG_07225	CAGL0C01435g	NEUTE1DRAFT_117788	FGRAMPH1_01G02153	AN10477	NCU06038	SAKL0A05390g	Skud_16.95	Sbay_16.125	Spar_16.140	Smik_6.389	NP_015141.1	XP_003677764.1
NEUDI_96008	CNAG_01818	CPAR2_106280	C102290CA	AFUB_089030	SPAC9.12c	MGG_02782	CAGL0G07513g	NEUTE1DRAFT_89676	FGRAMPH1_01G10969	AN9062	NCU00676	SAKL0C04774g	Skud_10.36	Sbay_6.261	Spar_10.51	Smik_10.51	NP_012355.1	XP_003678307.1
NEUDI_70836	CNAG_00133	CPAR2_402830	C400390WA	AFUB_023510	SPAC16A10.02	MGG_00780	CAGL0F06039g	NEUTE1DRAFT_77322	FGRAMPH1_01G07485	AN5806	NCU04584	SAKL0B11440g	Skud_13.195	Sbay_13.208	Spar_13.204	Smik_13.209	NP_013753.1	XP_003674231.1
NEUDI_87474	CNAG_05704	CPAR2_501750	C501620CA	AFUB_099150	SPBC651.05c	MGG_05291	CAGL0L09020g	NEUTE1DRAFT_121832	FGRAMPH1_01G14539	AN7106	NCU07843	SAKL0B02838g	Skud_16.281	Sbay_16.316	Spar_16.336	Smik_16.234	NP_015323.1	XP_003674934.1
NEUDI_168856	CNAG_01265	CPAR2_211780	C203310CA	AFUB_008640	SPBC215.14c	MGG_02515	CAGL0D04246g	NEUTE1DRAFT_33213	FGRAMPH1_01G20707	AN1365	NCU10430	SAKL0H23408g	Skud_13.234	Sbay_13.256	Spar_13.250	Smik_13.260	NP_013794.1	XP_003673477.1
NEUDI_124427	CNAG_05240	CPAR2_808760	C306970WA	AFUB_004340	SPCC1682.05c	MGG_04190	CAGL0H00869g	NEUTE1DRAFT_61104	FGRAMPH1_01G19627	AN4043	NCU10927	SAKL0A03102g	Skud_16.36	Sbay_16.64	Spar_16.81	Smik_6.447	NP_015081.1	XP_003677356.1
NEUDI_161324	CNAG_04914	CPAR2_211300	C203880CA	AFUB_082540	SPBC4B4.05	MGG_10740	CAGL0D02150g	NEUTE1DRAFT_90311	FGRAMPH1_01G01907	AN1495	NCU09880	SAKL0B01980g	Skud_6.54	Sbay_6.42	Spar_6.72	Smik_6.61	NP_116636.1	XP_003675747.1
NEUDI_168975	CNAG_00188	CPAR2_702350	C703980WA	AFUB_026160	SPCC1281.03c	MGG_04151	CAGL0H07953g	NEUTE1DRAFT_61834	FGRAMPH1_01G26403	AN5951	NCU05231	SAKL0F01210g	Skud_7.34	Sbay_7.28	Spar_7.35	Smik_7.28	NP_011283.1	XP_003676466.1
	CNAG_04259	CPAR2_203690	C111550WA	AFUB_070600	SPBC20F10.01	MGG_03556	CAGL0H02057g		FGRAMPH1_01G20153	AN10712	NCU16757	SAKL0G07920g	Skud_8.150	Sbay_15.283	Spar_8.172	Smik_8.167	NP_011957.1	XP_003677843.1
NEUDI_93850	CNAG_06948	CPAR2_703340	C703700CA	AFUB_043850	SPBC13G1.09	MGG_11193	CAGL0C01639g	NEUTE1DRAFT_120975	FGRAMPH1_01G17417	AN9398	NCU08323	SAKL0A05808g	Skud_2.379	Sbay_4.508	Spar_2.424	Smik_2.390	NP_009806.3	XP_003677776.1
NEUDI_91516	CNAG_00171	CPAR2_206600	C205150WA	AFUB_003970		MGG_00655	CAGL0I06292g	NEUTE1DRAFT_70608	FGRAMPH1_01G01835	AN4056	NCU02070	SAKL0C03762g	Skud_10.6	Sbay_6.289	Spar_10.23	Smik_10.21	NP_012325.1	XP_003676445.1
NEUDI_154761	CNAG_03342	CPAR2_702780	C702340CA	AFUB_005430	SPCC18.13	MGG_04468	CAGL0E00979g	NEUTE1DRAFT_125816	FGRAMPH1_01G23277	AN2735	NCU07409	SAKL0H14806g	Skud_4.423	Sbay_2.329	Spar_4.472	Smik_4.409	NP_010449.1	XP_003674791.1
NEUDI_86802	CNAG_02577	CPAR2_500730	C404590WA	AFUB_015350	SPAC19G12.08	MGG_03920	CAGL0F03399g	NEUTE1DRAFT_66051	FGRAMPH1_01G17255	AN0918	NCU03492	SAKL0D01760g	Skud_13.444	Sbay_13.460	Spar_13.466	Smik_13.485	NP_013999.1	XP_003675406.1
		CPAR2_500520	C405560CA				CAGL0G06028g					SAKL0E12188g	Skud_8.198	Sbay_15.334	Spar_8.229	Smik_8.218	NP_012005.1	XP_003675177.1
		CPAR2_101410	C505230CA				CAGL0F04565g					SAKL0F15026g	Skud_2.57	Sbay_2.72	Spar_2.78	Smik_2.69	NP_009508.1	XP_003674427.1
			C303820CA				CAGL0C02871g					SAKL0H05610g	Skud_15.431	Sbay_8.315	Spar_15.472	Smik_15.448	NP_014909.3	XP_003674502.1
							CAGL0C01177g					SAKL0H12870g	Skud_12.290	Sbay_10.320	Spar_12.335	Smik_12.284	NP_013327.1	XP_003675631.1
							CAGL0C00605g					SAKL0B08602g	Skud_2.257	Sbay_4.377	Spar_2.287	Smik_2.269	NP_009687.1	XP_003678104.1
NEUDI_156446		CPAR2_302530	C503160WA	AFUB_023260		MGG_09925	CAGL0L13112g	NEUTE1DRAFT_72118	FGRAMPH1_01G03171	AN7438	NCU09112	SAKL0B00792g	Skud_12.136	Sbay_10.155	Spar_12.146	Smik_12.131	NP_013172.1	XP_003678351.1
							CAGL0I05412g					SAKL0D13948g	Skud_11.172	Sbay_11.169	Spar_11.212	Smik_11.191	NP_012866.1	XP_003674220.1
	CNAG_03372	CPAR2_503200	C301750CA	AFUB_027510	SPAC17G6.05c		CAGL0M06413g		FGRAMPH1_01G17641	AN10788		SAKL0H09614g	Skud_16.199	Sbay_16.228	Spar_16.244	Smik_16.153	NP_015241.1	XP_003674666.1
NEUDI_22421	CNAG_04746	CPAR2_404280	C303510CA	AFUB_098180	SPBC4B4.02c	MGG_06134	CAGL0F04851g	NEUTE1DRAFT_78961	FGRAMPH1_01G26179	AN12057	NCU06403	SAKL0F02464g	Skud_16.449	Sbay_16.483	Spar_16.523	Smik_16.407	NP_015481.1	XP_003677198.1
NEUDI_101057	CNAG_02444	CPAR2_700310	C114030WA	AFUB_021040	SPAC4H3.04c	MGG_04091	CAGL0B03817g	NEUTE1DRAFT_131235	FGRAMPH1_01G02391	AN3789	NCU02459	SAKL0G14080g	Skud_10.231	Sbay_12.92	Spar_10.279	Smik_10.287	NP_012541.1	XP_003676128.1
NEUDI_164713	CNAG_03353	CPAR2_701060	C112340CA	AFUB_093740	SPAC29A4.03c	MGG_06935	CAGL0L06732g	NEUTE1DRAFT_58129	FGRAMPH1_01G24733	AN6564	NCU03827	SAKL0C10142g	Skud_2.273	Sbay_4.395	Spar_2.306	Smik_2.285	NP_009704.1	XP_003678246.1
NEUDI_88306	CNAG_03317	CPAR2_100120	C505400WA	AFUB_057210	SPBP16F5.07	MGG_10633	CAGL0K00539g	NEUTE1DRAFT_144670	FGRAMPH1_01G28201	AN8795	NCU09688	SAKL0F05346g	Skud_16.19	Sbay_16.45	Spar_16.52	Smik_6.466	NP_015064.1	XP_003676643.1
NEUDI_154409	CNAG_00084	CPAR2_301040	C700550CA	AFUB_019010	SPBC342.02	MGG_09393	CAGL0L04532g	NEUTE1DRAFT_78273	FGRAMPH1_01G06129	AN9157	NCU07926	SAKL0E02134g	Skud_15.332	Sbay_8.223	Spar_15.361	Smik_15.348	NP_014811.3	XP_003676864.1
NEUDI_165059	CNAG_06646	CPAR2_805730	C208160CA	AFUB_053850	SPCC830.08c	MGG_12127	CAGL0K05203g	NEUTE1DRAFT_115784	FGRAMPH1_01G24775	AN2279	NCU06702	SAKL0F13486g	Skud_16.315	Sbay_16.358	Spar_16.377	Smik_16.272	NP_015353.1	XP_003674404.1
NEUDI_101658	CNAG_00991	CPAR2_204230	CR04560CA	AFUB_042990	SPAC3G6.06c	MGG_03419	CAGL0K11506g	NEUTE1DRAFT_67522	FGRAMPH1_01G20473	AN2764	NCU10776	SAKL0E03300g	Skud_11.116	Sbay_11.111	Spar_11.145	Smik_11.128	NP_012809.1	XP_003676980.1
NEUDI_127188	CNAG_07904	CPAR2_213340	C200430CA	AFUB_009970	SPBC3D6.09	MGG_00169	CAGL0B01903g	NEUTE1DRAFT_142612	FGRAMPH1_01G02933	AN1225	NCU03073	SAKL0H16742g	Skud_4.382	Sbay_2.282	Spar_4.430	Smik_4.366	NP_010406.3	XP_003674832.1
NEUDI_70954	CNAG_06174	CPAR2_300490	C701330CA	AFUB_054310	SPBC36B7.09	MGG_08643	CAGL0H01199g	NEUTE1DRAFT_120007	FGRAMPH1_01G17185	AN2246	NCU01187	SAKL0G10384g	Skud_4.546	Sbay_2.449	Spar_4.659	Smik_4.532	NP_010569.3	XP_003677091.1
NEUDI_96625		CPAR2_806440	C208970CA	AFUB_005820	SPAC7D4.09c	MGG_13163	CAGL0L00693g	NEUTE1DRAFT_82283	FGRAMPH1_01G24317	AN4071	NCU00387	SAKL0F08646g	Skud_9.120	Sbay_9.150	Spar_9.132	Smik_9.141	NP_012215.1	XP_003674284.1
NEUDI_165448	CNAG_04539	CPAR2_804860	C109760CA	AFUB_042720	SPBC1215.01	MGG_02733	CAGL0L04730g	NEUTE1DRAFT_89091	FGRAMPH1_01G11017	AN4753	NCU02162	SAKL0F03828g	Skud_7.417	Sbay_7.397	Spar_7.434	Smik_6.202	NP_011627.1	XP_003676519.1
	CNAG_02178	CPAR2_203810	C107270WA	AFUB_038050	SPBC1539.05		CAGL0I08569g			AN4886		SAKL0H18480g	Skud_5.295	Sbay_5.287	Spar_5.350	Smik_5.324	NP_011084.1	XP_003673323.1
NEUDI_154517	CNAG_01296	CPAR2_213730	C200030WA	AFUB_002970	SPAC18G6.11c	MGG_01654	CAGL0M05203g	NEUTE1DRAFT_134053	FGRAMPH1_01G23925	AN0312	NCU09247	SAKL0E03586g	Skud_11.104	Sbay_11.100	Spar_11.133	Smik_11.114	NP_012797.1	XP_003673382.1
							CAGL0B04191g					SAKL0F06292g	Skud_16.401	Sbay_16.442	Spar_16.468	Smik_16.357	NP_015439.1	XP_003674096.1
							CAGL0L05940g					SAKL0H24574g	Skud_7.95	Sbay_7.87	Spar_7.101	Smik_7.95	NP_011339.1	XP_003675768.1
							CAGL0L05104g					SAKL0G18920g	Skud_11.148	Sbay_11.145	Spar_11.179	Smik_11.160	NP_012844.1	XP_003677975.1
							CAGL0L03762g					SAKL0E10120g	Skud_15.262	Sbay_8.151	Spar_15.304	Smik_15.277	NP_014740.1	XP_003675134.1
NEUDI_136858	CNAG_05816	CPAR2_802950	CR01410CA	AFUB_014190	SPCC63.06	MGG_03611	CAGL0G01628g	NEUTE1DRAFT_126482	FGRAMPH1_01G27375	AN0806	NCU02570	SAKL0E07766g	Skud_14.298	Sbay_14.311	Spar_14.325	Smik_14.296	NP_014363.1	XP_003677626.1
		CPAR2_403810	C403830WA				CAGL0H10406g					SAKL0E06688g	Skud_4.142	Sbay_4.134	Spar_4.168	Smik_4.124	NP_010171.1	XP_003675064.1
	CNAG_03817	CPAR2_200040	CR10750CA				CAGL0E00517g					SAKL0A00616g	Skud_3.158	Sbay_3.123	Spar_3.189	Smik_3.185	NP_010011.1	XP_003676418.1
		CPAR2_601220	C602920CA				CAGL0H06809g					SAKL0D05786g	Skud_11.253	Sbay_11.252	Spar_11.303	Smik_11.277	NP_012945.1	XP_003675223.1
		CPAR2_110390	C103710CA				CAGL0G09559g					SAKL0A07612g	Skud_15.355	Sbay_8.244	Spar_15.385	Smik_15.373	NP_014831.3	XP_003676887.1
		CPAR2_304340	C502280CA				CAGL0K09306g					SAKL0A01760g	Skud_3.132	Sbay_3.92	Spar_3.158	Smik_3.156	NP_009983.1	XP_003676389.1
