OG0000000: AN0004 AN0376 AN10000 AN10001 AN10256 AN10632 AN10649 AN10846 AN2670 AN2713 AN2714 AN3471 AN3500 AN5065 AN5095 AN5470 AN6966 AN6968 AN7830 AN7831 AN7845 AN7846 AN8295 AN8305 AN8576
OG0000001: AN0669 AN0826 AN0975 AN11044 AN11091 AN2291 AN2732 AN3047 AN3478 AN4391 AN4877 AN5334 AN5863 AN6559 AN7516 AN8788 AN9046 AN9505
OG0000002: AN10066 AN10127 AN10329 AN1070 AN4079 AN4291 AN5956 AN9416
OG0000003: AN0263 AN0683 AN3048 AN4335 AN5963 AN8186 AN9381
OG0000004: AN2661 AN2711 AN2796 AN3980 AN7833 AN8207
OG0000005: lcl|NC_032090.1_cds_XP_019330818.1_2310 lcl|NC_032092.1_cds_XP_710107.2_3445 lcl|NC_032092.1_cds_XP_716542.2_3581 lcl|NC_032094.1_cds_XP_710014.2_4619 lcl|NC_032095.1_cds_XP_720299.2_4779 lcl|NC_032096.1_cds_XP_710262.2_5636
OG0000006: AN0368 AN0621 AN7094 AN7977 AN8648
OG0000007: EDP47064 EDP47889 EDP48566
OG0000008: EDP47913 EDP47950 EDP48586
OG0000009: EDP48546 EDP49511 EDP50765
OG0000010: EDP49504 EDP50758 EDP50819
OG0000011: AN6156 AN8717 AN9495
OG0000012: AN5244 AN5251 AN9239
OG0000013: lcl|NC_032089.1_cds_XP_719072.1_2 lcl|NC_032091.1_cds_XP_717839.1_2353 lcl|NC_032093.1_cds_XP_721963.2_4250
OG0000014: lcl|NC_032089.1_cds_XP_719071.2_3 lcl|NC_032090.1_cds_XP_710489.2_1354 lcl|NC_032094.1_cds_XP_710505.2_4252
OG0000015: lcl|NC_032091.1_cds_XP_019330880.1_2942 lcl|NC_032091.1_cds_XP_716088.1_2941 lcl|NC_032091.1_cds_XP_716639.2_2919
OG0000016: lcl|NC_032091.1_cds_XP_716065.2_2935 lcl|NC_032091.1_cds_XP_716079.2_2922 lcl|NC_032094.1_cds_XP_718074.2_4592
OG0000017: lcl|NC_032094.1_cds_XP_710069.2_4577 lcl|NC_032094.1_cds_XP_719106.2_4500 lcl|NC_032094.1_cds_XP_719146.2_4529
OG0000018: EDP53021 EDP55499
OG0022482: lcl|NC_032090.1_cds_XP_712818.1_1885
OG0022483: lcl|NC_032090.1_cds_XP_019330783.1_1886
OG0022484: lcl|NC_032090.1_cds_XP_712822.2_1887
OG0022485: lcl|NC_032090.1_cds_XP_710912.1_1888
OG0022486: lcl|NC_032090.1_cds_XP_710913.2_1889
OG0022487: lcl|NC_032090.1_cds_XP_710914.1_1890
OG0022488: lcl|NC_032090.1_cds_XP_710915.2_1891
OG0022489: lcl|NC_032090.1_cds_XP_710917.2_1892
OG0022490: lcl|NC_032090.1_cds_XP_710918.2_1893
OG0022491: lcl|NC_032090.1_cds_XP_019330784.1_1894
OG0022492: lcl|NC_032090.1_cds_XP_710919.2_1895
OG0022493: lcl|NC_032090.1_cds_XP_019330785.1_1896
OG0022494: lcl|NC_032090.1_cds_XP_710921.2_1897
OG0022495: lcl|NC_032090.1_cds_XP_019330786.1_1898
OG0022496: lcl|NC_032090.1_cds_XP_019330787.1_1899
OG0022497: lcl|NC_032090.1_cds_XP_710922.1_1900
OG0022498: lcl|NC_032090.1_cds_XP_710923.1_1901
OG0022499: lcl|NC_032090.1_cds_XP_710924.2_1902
OG0022500: lcl|NC_032090.1_cds_XP_710925.1_1903
OG0022501: lcl|NC_032090.1_cds_XP_714292.2_1904
OG0022502: lcl|NC_032090.1_cds_XP_714291.1_1905
OG0022503: lcl|NC_032090.1_cds_XP_714290.2_1906
OG0022504: lcl|NC_032090.1_cds_XP_714289.2_1907
OG0022505: lcl|NC_032090.1_cds_XP_714288.1_1908
OG0022506: lcl|NC_032090.1_cds_XP_714287.2_1909
OG0022507: lcl|NC_032090.1_cds_XP_714286.2_1910
OG0022508: lcl|NC_032090.1_cds_XP_714284.2_1911
OG0022509: lcl|NC_032090.1_cds_XP_714282.2_1912
OG0022510: lcl|NC_032090.1_cds_XP_714281.2_1913
OG0022511: lcl|NC_032090.1_cds_XP_714280.2_1914
OG0022512: lcl|NC_032090.1_cds_XP_714278.1_1915
OG0022513: lcl|NC_032090.1_cds_XP_714277.1_1916
OG0022514: lcl|NC_032090.1_cds_XP_714276.1_1917
OG0022515: lcl|NC_032090.1_cds_XP_714275.1_1918
OG0022516: lcl|NC_032090.1_cds_XP_714273.1_1919
OG0022517: lcl|NC_032090.1_cds_XP_714272.1_1920
OG0022518: lcl|NC_032090.1_cds_XP_714270.2_1921
OG0022519: lcl|NC_032090.1_cds_XP_711471.1_1922
OG0022520: lcl|NC_032090.1_cds_XP_711472.1_1923
OG0022521: lcl|NC_032090.1_cds_XP_711475.1_1924
OG0022522: lcl|NC_032090.1_cds_XP_711476.1_1925
OG0022523: lcl|NC_032090.1_cds_XP_711477.1_1926
OG0022524: lcl|NC_032090.1_cds_XP_711478.1_1927
OG0022525: lcl|NC_032090.1_cds_XP_019330788.1_1928
OG0022526: lcl|NC_032090.1_cds_XP_711479.1_1929
OG0022527: lcl|NC_032090.1_cds_XP_711480.1_1930
OG0022528: lcl|NC_032090.1_cds_XP_711481.2_1931
OG0022529: lcl|NC_032090.1_cds_XP_711483.2_1932
OG0022530: lcl|NC_032090.1_cds_XP_019330789.1_1933
OG0022531: lcl|NC_032090.1_cds_XP_711484.1_1934
OG0022532: lcl|NC_032090.1_cds_XP_711485.1_1935
OG0022533: lcl|NC_032090.1_cds_XP_711487.1_1936
OG0022534: lcl|NC_032090.1_cds_XP_711488.1_1937
OG0022535: lcl|NC_032090.1_cds_XP_711489.1_1938
OG0022536: lcl|NC_032090.1_cds_XP_711490.2_1939
OG0022537: lcl|NC_032090.1_cds_XP_711491.1_1940
OG0022538: lcl|NC_032090.1_cds_XP_711824.2_1941
OG0022539: lcl|NC_032090.1_cds_XP_019330790.1_1942
OG0022540: lcl|NC_032090.1_cds_XP_711827.1_1943
OG0022541: lcl|NC_032090.1_cds_XP_711828.1_1944
OG0022542: lcl|NC_032090.1_cds_XP_711829.1_1945
OG0022543: lcl|NC_032090.1_cds_XP_711830.2_1946
OG0022544: lcl|NC_032090.1_cds_XP_711831.1_1947
OG0022545: lcl|NC_032090.1_cds_XP_711832.1_1948
OG0022546: lcl|NC_032090.1_cds_XP_711833.1_1949
OG0022547: lcl|NC_032090.1_cds_XP_019330791.1_1950
OG0022548: lcl|NC_032090.1_cds_XP_711835.1_1951
OG0022549: lcl|NC_032090.1_cds_XP_711836.1_1952
OG0022550: lcl|NC_032090.1_cds_XP_711837.1_1953
OG0022551: lcl|NC_032090.1_cds_XP_711838.1_1954
OG0022552: lcl|NC_032090.1_cds_XP_711840.1_1955
OG0022553: lcl|NC_032090.1_cds_XP_711841.1_1956
OG0022554: lcl|NC_032090.1_cds_XP_711842.2_1957
OG0022555: lcl|NC_032090.1_cds_XP_019330792.1_1958
OG0022556: lcl|NC_032090.1_cds_XP_711843.2_1959
OG0022557: lcl|NC_032090.1_cds_XP_019330793.1_1960
OG0022558: lcl|NC_032090.1_cds_XP_710060.2_1961
OG0022559: lcl|NC_032090.1_cds_XP_709983.2_1962
OG0022560: lcl|NC_032090.1_cds_XP_709982.1_1963
OG0022561: lcl|NC_032090.1_cds_XP_710294.2_1964
OG0022562: lcl|NC_032090.1_cds_XP_710295.1_1965
OG0022563: lcl|NC_032090.1_cds_XP_710296.1_1966
OG0022564: lcl|NC_032090.1_cds_XP_710377.1_1967
OG0022565: lcl|NC_032090.1_cds_XP_710376.2_1968
OG0022566: lcl|NC_032090.1_cds_XP_710375.2_1969
OG0022567: lcl|NC_032090.1_cds_XP_710374.1_1970
OG0022568: lcl|NC_032090.1_cds_XP_710373.2_1971
OG0022569: lcl|NC_032090.1_cds_XP_710372.1_1972
OG0022570: lcl|NC_032090.1_cds_XP_710371.2_1973
OG0022571: lcl|NC_032090.1_cds_XP_714819.2_1974
OG0022572: lcl|NC_032090.1_cds_XP_714820.1_1975
OG0022573: lcl|NC_032090.1_cds_XP_714821.1_1976
OG0022574: lcl|NC_032090.1_cds_XP_714822.1_1977
OG0022575: lcl|NC_032090.1_cds_XP_019330794.1_1978
OG0022576: lcl|NC_032090.1_cds_XP_714824.1_1979
OG0022577: lcl|NC_032090.1_cds_XP_714827.2_1980
OG0022578: lcl|NC_032090.1_cds_XP_714828.2_1981
OG0022579: lcl|NC_032090.1_cds_XP_019330795.1_1982
OG0022580: lcl|NC_032090.1_cds_XP_714829.2_1983
OG0022581: lcl|NC_032090.1_cds_XP_714832.2_1984
OG0022582: lcl|NC_032090.1_cds_XP_714833.1_1985
OG0022583: lcl|NC_032090.1_cds_XP_714834.1_1986
OG0022584: lcl|NC_032090.1_cds_XP_714835.1_1987
OG0022585: lcl|NC_032090.1_cds_XP_714836.1_1988
OG0022586: lcl|NC_032090.1_cds_XP_714837.2_1989
OG0022587: lcl|NC_032090.1_cds_XP_714838.1_1990
OG0022588: lcl|NC_032090.1_cds_XP_714839.2_1991
OG0022589: lcl|NC_032090.1_cds_XP_714840.1_1992
OG0022590: lcl|NC_032090.1_cds_XP_714841.2_1993
OG0022591: lcl|NC_032090.1_cds_XP_714842.1_1994
OG0022592: lcl|NC_032090.1_cds_XP_714843.1_1995
OG0022593: lcl|NC_032090.1_cds_XP_714846.2_1996
OG0022594: lcl|NC_032090.1_cds_XP_019330796.1_1997
OG0022595: lcl|NC_032090.1_cds_XP_714848.2_1998
OG0022596: lcl|NC_032090.1_cds_XP_714849.2_1999
OG0022597: lcl|NC_032090.1_cds_XP_714850.2_2000
OG0022598: lcl|NC_032090.1_cds_XP_714851.2_2001
OG0022599: lcl|NC_032090.1_cds_XP_714852.1_2002
OG0022600: lcl|NC_032090.1_cds_XP_714853.1_2003
OG0022601: lcl|NC_032090.1_cds_XP_714854.2_2004
OG0022602: lcl|NC_032090.1_cds_XP_714855.2_2005
OG0022603: lcl|NC_032090.1_cds_XP_714856.1_2006
OG0022604: lcl|NC_032090.1_cds_XP_714857.1_2007
OG0022605: lcl|NC_032090.1_cds_XP_714858.2_2008
OG0022606: lcl|NC_032090.1_cds_XP_714859.2_2009
OG0022607: lcl|NC_032090.1_cds_XP_714860.2_2010
OG0022608: lcl|NC_032090.1_cds_XP_714862.2_2011
OG0022609: lcl|NC_032090.1_cds_XP_714863.1_2012
OG0022610: lcl|NC_032090.1_cds_XP_714864.1_2013
OG0022611: lcl|NC_032090.1_cds_XP_714865.1_2014
OG0022612: lcl|NC_032090.1_cds_XP_714866.2_2015
OG0022613: lcl|NC_032090.1_cds_XP_714867.2_2016
OG0022614: lcl|NC_032090.1_cds_XP_714869.2_2017
OG0022615: lcl|NC_032090.1_cds_XP_714870.1_2018
OG0022616: lcl|NC_032090.1_cds_XP_714871.1_2019
OG0022617: lcl|NC_032090.1_cds_XP_714872.2_2020
OG0022618: lcl|NC_032090.1_cds_XP_714873.2_2021
OG0022619: lcl|NC_032090.1_cds_XP_714874.2_2022
OG0022620: lcl|NC_032090.1_cds_XP_714875.1_2023
OG0022621: lcl|NC_032090.1_cds_XP_714876.2_2024
OG0022622: lcl|NC_032090.1_cds_XP_714877.1_2025
OG0022623: lcl|NC_032090.1_cds_XP_714878.1_2026
OG0022624: lcl|NC_032090.1_cds_XP_714879.2_2027
OG0022625: lcl|NC_032090.1_cds_XP_713159.2_2028
OG0022626: lcl|NC_032090.1_cds_XP_713158.2_2029
OG0022627: lcl|NC_032090.1_cds_XP_713157.1_2030
OG0022628: lcl|NC_032090.1_cds_XP_713154.1_2031
OG0022629: lcl|NC_032090.1_cds_XP_713153.1_2032
OG0022630: lcl|NC_032090.1_cds_XP_713150.2_2033
OG0022631: lcl|NC_032090.1_cds_XP_713148.1_2034
OG0022632: lcl|NC_032090.1_cds_XP_713147.1_2035
OG0022633: lcl|NC_032090.1_cds_XP_713146.2_2036
OG0022634: lcl|NC_032090.1_cds_XP_713145.2_2037
OG0022635: lcl|NC_032090.1_cds_XP_713144.2_2038
OG0022636: lcl|NC_032090.1_cds_XP_713143.1_2039
OG0022637: lcl|NC_032090.1_cds_XP_713142.2_2040
OG0022638: lcl|NC_032090.1_cds_XP_713140.2_2041
OG0022639: lcl|NC_032090.1_cds_XP_713138.2_2042
OG0022640: lcl|NC_032090.1_cds_XP_713137.1_2043
OG0022641: lcl|NC_032090.1_cds_XP_713135.2_2044
OG0022642: lcl|NC_032090.1_cds_XP_713134.2_2045
OG0022643: lcl|NC_032090.1_cds_XP_713133.2_2046
OG0022644: lcl|NC_032090.1_cds_XP_019330797.1_2047
OG0022645: lcl|NC_032090.1_cds_XP_713130.1_2048
OG0022646: lcl|NC_032090.1_cds_XP_713129.1_2049
OG0022647: lcl|NC_032090.1_cds_XP_713128.2_2050
OG0022648: lcl|NC_032090.1_cds_XP_713125.2_2051
OG0022649: lcl|NC_032090.1_cds_XP_713124.2_2052
OG0022650: lcl|NC_032090.1_cds_XP_713123.1_2053
OG0022651: lcl|NC_032090.1_cds_XP_713122.2_2054
OG0022652: lcl|NC_032090.1_cds_XP_713121.1_2055
OG0022653: lcl|NC_032090.1_cds_XP_713120.2_2056
OG0022654: lcl|NC_032090.1_cds_XP_713119.1_2057
OG0022655: lcl|NC_032090.1_cds_XP_713118.1_2058
OG0022656: lcl|NC_032090.1_cds_XP_716057.2_2059
OG0022657: lcl|NC_032090.1_cds_XP_716056.2_2060
OG0022658: lcl|NC_032090.1_cds_XP_716055.1_2061
OG0022659: lcl|NC_032090.1_cds_XP_716054.2_2062
OG0022660: lcl|NC_032090.1_cds_XP_716053.2_2063
OG0022661: lcl|NC_032090.1_cds_XP_716052.1_2064
OG0022662: lcl|NC_032090.1_cds_XP_716051.1_2065
OG0022663: lcl|NC_032090.1_cds_XP_716050.1_2066
OG0022664: lcl|NC_032090.1_cds_XP_716049.2_2067
OG0022665: lcl|NC_032090.1_cds_XP_716048.2_2068
OG0022666: lcl|NC_032090.1_cds_XP_019330798.1_2069
OG0022667: lcl|NC_032090.1_cds_XP_716044.2_2070
OG0022668: lcl|NC_032090.1_cds_XP_019330799.1_2071
OG0022669: lcl|NC_032090.1_cds_XP_716042.1_2072
OG0022670: lcl|NC_032090.1_cds_XP_716041.1_2073
OG0022671: lcl|NC_032090.1_cds_XP_716040.1_2074
OG0022672: lcl|NC_032090.1_cds_XP_716039.2_2075
OG0022673: lcl|NC_032090.1_cds_XP_716038.2_2076
OG0022674: lcl|NC_032090.1_cds_XP_716037.2_2077
OG0022675: lcl|NC_032090.1_cds_XP_716036.2_2078
OG0022676: lcl|NC_032090.1_cds_XP_716035.1_2079
OG0022677: lcl|NC_032090.1_cds_XP_716034.1_2080
OG0022678: lcl|NC_032090.1_cds_XP_716033.1_2081
OG0022679: lcl|NC_032090.1_cds_XP_716032.2_2082
OG0022680: lcl|NC_032090.1_cds_XP_019330800.1_2083
OG0022681: lcl|NC_032090.1_cds_XP_716031.2_2084
OG0022682: lcl|NC_032090.1_cds_XP_716030.2_2085
OG0022683: lcl|NC_032090.1_cds_XP_716028.2_2086
OG0022684: lcl|NC_032090.1_cds_XP_716027.1_2087
OG0022685: lcl|NC_032090.1_cds_XP_716026.1_2088
OG0022686: lcl|NC_032090.1_cds_XP_716025.1_2089
OG0022687: lcl|NC_032090.1_cds_XP_716024.1_2090
OG0022688: lcl|NC_032090.1_cds_XP_716023.1_2091
OG0022689: lcl|NC_032090.1_cds_XP_716021.1_2092
OG0022690: lcl|NC_032090.1_cds_XP_716022.1_2093
OG0022691: lcl|NC_032090.1_cds_XP_019330801.1_2094
OG0022692: lcl|NC_032090.1_cds_XP_716020.1_2095
OG0022693: lcl|NC_032090.1_cds_XP_019330802.1_2096
OG0022694: lcl|NC_032090.1_cds_XP_716019.1_2097
OG0022695: lcl|NC_032090.1_cds_XP_716017.2_2098
OG0022696: lcl|NC_032090.1_cds_XP_716018.1_2099
OG0022697: lcl|NC_032090.1_cds_XP_716016.2_2100
OG0022698: lcl|NC_032090.1_cds_XP_716015.2_2101
OG0022699: lcl|NC_032090.1_cds_XP_019330803.1_2102
OG0022700: lcl|NC_032090.1_cds_XP_716013.2_2103
OG0022701: lcl|NC_032090.1_cds_XP_716011.2_2104
OG0022702: lcl|NC_032090.1_cds_XP_716010.2_2105
OG0022703: lcl|NC_032090.1_cds_XP_019330804.1_2106
OG0022704: lcl|NC_032090.1_cds_XP_716009.1_2107
OG0022705: lcl|NC_032090.1_cds_XP_019330805.1_2108
OG0022706: lcl|NC_032090.1_cds_XP_716007.1_2109
OG0022707: lcl|NC_032090.1_cds_XP_716006.2_2110
OG0022708: lcl|NC_032090.1_cds_XP_019330806.1_2111
OG0022709: lcl|NC_032090.1_cds_XP_716059.2_2112
OG0022710: lcl|NC_032090.1_cds_XP_716060.2_2113
OG0022711: lcl|NC_032090.1_cds_XP_716062.2_2114
OG0022712: lcl|NC_032090.1_cds_XP_710085.1_2115
OG0022713: lcl|NC_032090.1_cds_XP_710084.1_2116
OG0022714: lcl|NC_032090.1_cds_XP_710236.2_2117
OG0022715: lcl|NC_032090.1_cds_XP_710235.2_2118
OG0022716: lcl|NC_032090.1_cds_XP_710234.1_2119
OG0022717: lcl|NC_032090.1_cds_XP_710233.1_2120
OG0022718: lcl|NC_032090.1_cds_XP_717658.2_2121
OG0022719: lcl|NC_032090.1_cds_XP_717657.1_2122
OG0022720: lcl|NC_032090.1_cds_XP_710147.2_2124
OG0022721: lcl|NC_032090.1_cds_XP_710146.1_2125
OG0022722: lcl|NC_032090.1_cds_XP_019330807.1_2126
OG0022723: lcl|NC_032090.1_cds_XP_714480.2_2127
OG0022724: lcl|NC_032090.1_cds_XP_714479.2_2128
OG0022725: lcl|NC_032090.1_cds_XP_714477.2_2129
OG0022726: lcl|NC_032090.1_cds_XP_714475.1_2130
OG0022727: lcl|NC_032090.1_cds_XP_714473.2_2131
OG0022728: lcl|NC_032090.1_cds_XP_714472.2_2132
OG0022729: lcl|NC_032090.1_cds_XP_714471.1_2133
OG0022730: lcl|NC_032090.1_cds_XP_714470.1_2134
OG0022731: lcl|NC_032090.1_cds_XP_714469.2_2135
OG0022732: lcl|NC_032090.1_cds_XP_019330808.1_2136
OG0022733: lcl|NC_032090.1_cds_XP_714468.2_2137
OG0022734: lcl|NC_032090.1_cds_XP_714467.2_2138
OG0022735: lcl|NC_032090.1_cds_XP_714466.2_2139
OG0022736: lcl|NC_032090.1_cds_XP_714465.2_2140
OG0022737: lcl|NC_032090.1_cds_XP_714464.1_2141
OG0022738: lcl|NC_032090.1_cds_XP_714463.2_2142
OG0022739: lcl|NC_032090.1_cds_XP_714462.1_2143
OG0022740: lcl|NC_032090.1_cds_XP_714461.2_2144
OG0022741: lcl|NC_032090.1_cds_XP_714460.2_2145
OG0022742: lcl|NC_032090.1_cds_XP_714459.2_2146
OG0022743: lcl|NC_032090.1_cds_XP_714457.1_2147
OG0022744: lcl|NC_032090.1_cds_XP_714456.1_2148
OG0022745: lcl|NC_032090.1_cds_XP_714455.1_2149
OG0022746: lcl|NC_032090.1_cds_XP_714454.1_2150
OG0022747: lcl|NC_032090.1_cds_XP_714453.1_2151
OG0022748: lcl|NC_032090.1_cds_XP_714452.1_2152
OG0022749: lcl|NC_032090.1_cds_XP_714451.2_2153
OG0022750: lcl|NC_032090.1_cds_XP_714450.1_2154
OG0022751: lcl|NC_032090.1_cds_XP_714449.1_2155
OG0022752: lcl|NC_032090.1_cds_XP_714448.2_2156
OG0022753: lcl|NC_032090.1_cds_XP_714447.2_2157
OG0022754: lcl|NC_032090.1_cds_XP_714445.2_2158
OG0022755: lcl|NC_032090.1_cds_XP_714444.2_2159
OG0022756: lcl|NC_032090.1_cds_XP_714443.1_2160
OG0022757: lcl|NC_032090.1_cds_XP_714441.1_2161
OG0022758: lcl|NC_032090.1_cds_XP_714440.2_2162
OG0022759: lcl|NC_032090.1_cds_XP_714439.2_2163
OG0022760: lcl|NC_032090.1_cds_XP_714438.2_2164
OG0022761: lcl|NC_032090.1_cds_XP_714437.2_2165
OG0022762: lcl|NC_032090.1_cds_XP_714436.2_2166
OG0022763: lcl|NC_032090.1_cds_XP_714435.2_2167
OG0022764: lcl|NC_032090.1_cds_XP_714432.1_2168
OG0022765: lcl|NC_032090.1_cds_XP_712608.1_2169
OG0022766: lcl|NC_032090.1_cds_XP_712606.2_2170
OG0022767: lcl|NC_032090.1_cds_XP_712603.2_2171
OG0022768: lcl|NC_032090.1_cds_XP_712602.1_2172
OG0022769: lcl|NC_032090.1_cds_XP_712601.2_2173
OG0022770: lcl|NC_032090.1_cds_XP_019330809.1_2174
OG0022771: lcl|NC_032090.1_cds_XP_712600.1_2175
OG0022772: lcl|NC_032090.1_cds_XP_712599.1_2176
OG0022773: lcl|NC_032090.1_cds_XP_712597.1_2177
OG0022774: lcl|NC_032090.1_cds_XP_712596.1_2178
OG0022775: lcl|NC_032090.1_cds_XP_712595.1_2179
OG0022776: lcl|NC_032090.1_cds_XP_712594.2_2180
OG0022777: lcl|NC_032090.1_cds_XP_712593.2_2181
OG0022778: lcl|NC_032090.1_cds_XP_712591.2_2182
OG0022779: lcl|NC_032090.1_cds_XP_712590.2_2183
OG0022780: lcl|NC_032090.1_cds_XP_712589.2_2184
OG0022781: lcl|NC_032090.1_cds_XP_712588.1_2185
OG0022782: lcl|NC_032090.1_cds_XP_712587.2_2186
OG0022783: lcl|NC_032090.1_cds_XP_019330810.1_2187
OG0022784: lcl|NC_032090.1_cds_XP_712585.2_2188
OG0022785: lcl|NC_032090.1_cds_XP_712584.2_2189
OG0022786: lcl|NC_032090.1_cds_XP_712583.1_2190
OG0022787: lcl|NC_032090.1_cds_XP_714240.2_2191
OG0022788: lcl|NC_032090.1_cds_XP_019330811.1_2192
OG0022789: lcl|NC_032090.1_cds_XP_714242.1_2193
OG0022790: lcl|NC_032090.1_cds_XP_714243.1_2194
OG0022791: lcl|NC_032090.1_cds_XP_714246.2_2195
OG0022792: lcl|NC_032090.1_cds_XP_714247.2_2196
OG0022793: lcl|NC_032090.1_cds_XP_714248.2_2197
OG0022794: lcl|NC_032090.1_cds_XP_714249.1_2198
OG0022795: lcl|NC_032090.1_cds_XP_714250.1_2199
OG0022796: lcl|NC_032090.1_cds_XP_714251.1_2200
OG0022797: lcl|NC_032090.1_cds_XP_714253.1_2201
OG0022798: lcl|NC_032090.1_cds_XP_714255.1_2202
OG0022799: lcl|NC_032090.1_cds_XP_714256.1_2203
OG0022800: lcl|NC_032090.1_cds_XP_714257.1_2204
OG0022801: lcl|NC_032090.1_cds_XP_714259.2_2205
OG0022802: lcl|NC_032090.1_cds_XP_714260.2_2206
OG0022803: lcl|NC_032090.1_cds_XP_714261.1_2207
OG0022804: lcl|NC_032090.1_cds_XP_019330812.1_2208
OG0022805: lcl|NC_032090.1_cds_XP_714262.1_2209
OG0022806: lcl|NC_032090.1_cds_XP_714263.1_2210
OG0022807: lcl|NC_032090.1_cds_XP_714264.2_2211
OG0022808: lcl|NC_032090.1_cds_XP_714265.2_2212
OG0022809: lcl|NC_032090.1_cds_XP_714266.1_2213
OG0022810: lcl|NC_032090.1_cds_XP_714267.2_2214
OG0022811: lcl|NC_032090.1_cds_XP_714268.1_2215
OG0022812: lcl|NC_032090.1_cds_XP_714271.2_2216
OG0022813: lcl|NC_032090.1_cds_XP_710002.1_2217
OG0022814: lcl|NC_032090.1_cds_XP_710678.2_2218
OG0022815: lcl|NC_032090.1_cds_XP_710679.2_2219
OG0022816: lcl|NC_032090.1_cds_XP_710681.2_2220
OG0022817: lcl|NC_032090.1_cds_XP_710682.1_2221
OG0022818: lcl|NC_032090.1_cds_XP_019330813.1_2222
OG0022819: lcl|NC_032090.1_cds_XP_710686.2_2223
OG0022820: lcl|NC_032090.1_cds_XP_714577.1_2224
OG0022821: lcl|NC_032090.1_cds_XP_714576.2_2225
OG0022822: lcl|NC_032090.1_cds_XP_714575.2_2226
OG0022823: lcl|NC_032090.1_cds_XP_714574.1_2227
OG0022824: lcl|NC_032090.1_cds_XP_714573.1_2228
OG0022825: lcl|NC_032090.1_cds_XP_714572.2_2229
OG0022826: lcl|NC_032090.1_cds_XP_714571.2_2230
OG0022827: lcl|NC_032090.1_cds_XP_714569.2_2231
OG0022828: lcl|NC_032090.1_cds_XP_714568.2_2232
OG0022829: lcl|NC_032090.1_cds_XP_714567.1_2233
OG0022830: lcl|NC_032090.1_cds_XP_714566.1_2234
OG0022831: lcl|NC_032090.1_cds_XP_714565.2_2235
OG0022832: lcl|NC_032090.1_cds_XP_714564.2_2236
OG0022833: lcl|NC_032090.1_cds_XP_714563.1_2237
OG0022834: lcl|NC_032090.1_cds_XP_714562.1_2238
OG0022835: lcl|NC_032090.1_cds_XP_714561.1_2239
OG0022836: lcl|NC_032090.1_cds_XP_714560.2_2240
OG0022837: lcl|NC_032090.1_cds_XP_714559.1_2241
OG0022838: lcl|NC_032090.1_cds_XP_714558.1_2242
OG0022839: lcl|NC_032090.1_cds_XP_714556.2_2243
OG0022840: lcl|NC_032090.1_cds_XP_714554.2_2244
OG0022841: lcl|NC_032090.1_cds_XP_714553.2_2245
OG0022842: lcl|NC_032090.1_cds_XP_714552.1_2246
OG0022843: lcl|NC_032090.1_cds_XP_714551.1_2247
OG0022844: lcl|NC_032090.1_cds_XP_714550.1_2248
OG0022845: lcl|NC_032090.1_cds_XP_714549.2_2249
OG0022846: lcl|NC_032090.1_cds_XP_714548.1_2250
OG0022847: lcl|NC_032090.1_cds_XP_714547.2_2251
OG0022848: lcl|NC_032090.1_cds_XP_714545.2_2253
OG0022849: lcl|NC_032090.1_cds_XP_714544.1_2254
OG0022850: lcl|NC_032090.1_cds_XP_714543.2_2255
OG0022851: lcl|NC_032090.1_cds_XP_714542.2_2256
OG0022852: lcl|NC_032090.1_cds_XP_019330814.1_2257
OG0022853: lcl|NC_032090.1_cds_XP_714541.1_2258
OG0022854: lcl|NC_032090.1_cds_XP_714540.1_2259
OG0022855: lcl|NC_032090.1_cds_XP_714539.2_2260
OG0022856: lcl|NC_032090.1_cds_XP_714538.1_2261
OG0022857: lcl|NC_032090.1_cds_XP_714537.2_2262
OG0022858: lcl|NC_032090.1_cds_XP_714536.2_2263
OG0022859: lcl|NC_032090.1_cds_XP_714535.1_2264
OG0022860: lcl|NC_032090.1_cds_XP_019330815.1_2265
OG0022861: lcl|NC_032090.1_cds_XP_714534.1_2266
OG0022862: lcl|NC_032090.1_cds_XP_714533.1_2267
OG0022863: lcl|NC_032090.1_cds_XP_714532.2_2268
OG0022864: lcl|NC_032090.1_cds_XP_714531.2_2269
OG0022865: lcl|NC_032090.1_cds_XP_714530.2_2270
OG0022866: lcl|NC_032090.1_cds_XP_714529.1_2271
OG0022867: lcl|NC_032090.1_cds_XP_714430.2_2272
OG0022868: lcl|NC_032090.1_cds_XP_714429.2_2273
OG0022869: lcl|NC_032090.1_cds_XP_019330816.1_2274
OG0022870: lcl|NC_032090.1_cds_XP_714425.1_2276
OG0022871: lcl|NC_032090.1_cds_XP_714424.2_2277
OG0022872: lcl|NC_032090.1_cds_XP_714422.2_2278
OG0022873: lcl|NC_032090.1_cds_XP_714421.2_2279
OG0022874: lcl|NC_032090.1_cds_XP_714419.2_2280
OG0022875: lcl|NC_032090.1_cds_XP_714418.2_2281
OG0022876: lcl|NC_032090.1_cds_XP_714417.2_2282
OG0022877: lcl|NC_032090.1_cds_XP_714416.2_2283
OG0022878: lcl|NC_032090.1_cds_XP_714415.1_2284
OG0022879: lcl|NC_032090.1_cds_XP_714414.1_2285
OG0022880: lcl|NC_032090.1_cds_XP_714413.2_2286
OG0022881: lcl|NC_032090.1_cds_XP_714412.2_2287
OG0022882: lcl|NC_032090.1_cds_XP_714411.2_2288
